Id,Category
uttr-6b86d0338faf4a99923924af8bb55452.pt,id10078
uttr-71094a10c2ee4bd8abc92e6cd1baeabe.pt,id10061
uttr-1adc4eb44dcd4e56ad738e271c978a92.pt,id10358
uttr-9ff76b09a0b644c6849577aaa75529af.pt,id10708
uttr-b91023405dd64c8e9c7d4f0d98aaef00.pt,id10631
uttr-aa9f93c6ca5f490689d46d5d7493dbc6.pt,id10132
uttr-7fe399a3d87e44059097051786bddb82.pt,id10246
uttr-c2348aa2836d4a7289b55f910f16d24a.pt,id10203
uttr-9bac8ab7386a4a04b6d3e8678f75a19f.pt,id10123
uttr-749421ad71234d098799051da0bdd95a.pt,id10634
uttr-eeb3b377f11149449bd674294ccd6bba.pt,id10975
uttr-8dc59d5e3b2f4420bc0c68dca9f964fd.pt,id10951
uttr-c399a490bd824b7984f8c89af397892f.pt,id10698
uttr-f00bb12260304e17b9b565927ba1ff03.pt,id10058
uttr-26fa4d0f991148ee9a1eee55e8a50a52.pt,id11163
uttr-ec3f7e31db8d403fb1580f2b1132526b.pt,id10846
uttr-71d41cba5b284bd3abc1b5862b3c06c4.pt,id10724
uttr-ca47144444644d0ba5f9ee692874c976.pt,id10552
uttr-b053188426014a86b68e0737783029b7.pt,id10616
uttr-96b97b2824dd40bc9f77aa8a19526792.pt,id10200
uttr-aec02b6836124c8a83a23f0e99e98a60.pt,id10618
uttr-dec8a23889e040db975a50c6ec285ad7.pt,id10109
uttr-17fefdf53c1843f58706414ec1b037f6.pt,id10331
uttr-e9ea5332914a4c4e9c13a060c70dfab9.pt,id10225
uttr-3c0b557f772b4607bca9c02d7f9d9314.pt,id10847
uttr-19c1381377c64d51bcce129ea5002f3e.pt,id10690
uttr-642c33a980e64adeb2f31fab4273e155.pt,id10190
uttr-2f0ba2d6895c447bbff3d8b5d9cfe617.pt,id10351
uttr-abd4c288496a4fbdaa079733cfe193bc.pt,id10375
uttr-28c6db8cef7a4722a2742f90b9234f5d.pt,id11134
uttr-1f3dff29b295443ca4dcc39dc7fcd40f.pt,id10537
uttr-4cd200052c6547d28023f1cf2fa67034.pt,id10586
uttr-cbdb0b42e5a74d9aaaca05c8a942948f.pt,id10339
uttr-28ad3417b8bc48bea60a1865038ff122.pt,id11003
uttr-5c524cce18934038b810be8265bf809a.pt,id10626
uttr-1c6d8b93481e4382a78c919ab128428b.pt,id10359
uttr-38502ab722734ae994d8f591e5f14c93.pt,id11071
uttr-ecbee634a92540b88e6860435d4c8a49.pt,id10862
uttr-e40ae73ec15d482cb36e780bc966660d.pt,id10123
uttr-d7276f85ba564810a140c4760cf94bd7.pt,id10194
uttr-f75a37cda12d4ac2a9167be9cfc1ec76.pt,id10913
uttr-be694d8ba45f49b38ebb0659c01b5f63.pt,id11176
uttr-60b37f9d1eda41d3be937c3b1b039de9.pt,id10636
uttr-464872b4cfed459ea41eb2115b78ff61.pt,id10722
uttr-ed33518e6fab402899f223cbf13da96e.pt,id10917
uttr-97932d1533534bf5815b6990ff0578fd.pt,id10553
uttr-bf6786bd175440c085646621d6a9733a.pt,id10690
uttr-a67100a3dd0e4d089800b9ee0bf7562c.pt,id10269
uttr-bdcb674bff4d43a0aca29c5abb68d6ec.pt,id11136
uttr-f914d94744d540bdbcaa9911fb288f92.pt,id10503
uttr-be214ae774854f79ab9081d8db9b3c61.pt,id10917
uttr-2ad025672bd64400a2407366190a2232.pt,id10392
uttr-379f82b6ab154919b42da5c6aaeb6b36.pt,id11173
uttr-c07aca7a0c3947fc88fd1fa9cc77754a.pt,id10903
uttr-aae4c9121d2b41f785444f5ae3800649.pt,id10955
uttr-15dabc8466a344afb55c4cf527cf604b.pt,id10603
uttr-7149475391bf4d37a2a402817f34847c.pt,id10584
uttr-73f4c08cd4f7400988fef8782a7ce950.pt,id10967
uttr-9bf9ee3ec4cf42019ad6456689c9b5f7.pt,id10723
uttr-37c0a189e5a647eb9be81d12487b7d7f.pt,id10948
uttr-ef8753e216dd463893ee5b21203aebad.pt,id10350
uttr-5efca33bb3ee4dca9f80416e1d342f7e.pt,id10626
uttr-7b9c664091634fcab00b817c55e5fad7.pt,id11154
uttr-2ce61aa134f347e9b4a4577427eb01fc.pt,id10532
uttr-40313322d7cc47efa2a8cd7ac8d2daf0.pt,id11208
uttr-ef5048e5d46840f8829ec5f057031139.pt,id10843
uttr-0d437283c0a0492cb2851bd0f58b11df.pt,id10495
uttr-94bd6f00d6db474c800ea426794881ff.pt,id10354
uttr-dfe28b61a8dc40f7922839f1937241da.pt,id10892
uttr-6518267290c84a52810dea9e4cb594ab.pt,id10778
uttr-01319e77a5dc4838adaefe3a289a1c92.pt,id10125
uttr-74f1a55eeed44cbfa4c266da238e69f4.pt,id10455
uttr-c48498ed71c74952b6cfe0c085df3cdd.pt,id10071
uttr-05b07982e5ae42e39f1020a67b7fa104.pt,id10358
uttr-49d2e470183547518808526d1b240228.pt,id11135
uttr-04ecfe37cd824b6786c2f89433cd90fb.pt,id10339
uttr-03852ec02ac94d46aeca81d2c17219b1.pt,id10169
uttr-c9b7fd3d912e48e6967cf1de8fefd82b.pt,id10623
uttr-42e660c5d087499181c9e1eb957b1969.pt,id10402
uttr-b36e3367cad84006ac69520e2ae3594a.pt,id10834
uttr-ea2b244eff5447c4b9079d1ae6298880.pt,id11142
uttr-40b352ced2fa48ceb10693aa6f2a8780.pt,id10925
uttr-b7ad09acdb194cfd9fbd89dc0f136828.pt,id11193
uttr-3b43b851a70a414a952c0b729e912c16.pt,id11112
uttr-e5896b66e1ed4bbdb5d1f78a5739c8ba.pt,id10957
uttr-c7a76acaf9e6458b8a4bdb89af35fccc.pt,id10472
uttr-1ecc198101734f3198bf17eb65b554ff.pt,id11087
uttr-5205902699914d46bac375a9353aed34.pt,id10847
uttr-4af139ceef064de894fc4566ac493d5e.pt,id10243
uttr-61dae4358bd3453989793f33344158e7.pt,id11173
uttr-f7c189cd3de543eea0ee85e41b82336c.pt,id10513
uttr-6a1e0915f2e845609df102f997beb7ae.pt,id10603
uttr-c7d0fda769864086985808c2d37c177d.pt,id10481
uttr-fade6daca0cd4731ae14ed46de626654.pt,id10476
uttr-6d269a0c2b104bb1ba13c9ce22869951.pt,id11047
uttr-7f7c0f99050c4af390835cb3494fd5fd.pt,id11081
uttr-990f09f632a04cf5940c5ce81b312662.pt,id11046
uttr-d95bd2a091ef436c8f8fcbb1a06b887c.pt,id10147
uttr-47936c5ec51e4bcdbaf99ab6d66a24b0.pt,id11117
uttr-a7c8db72d7ac4675bf87bb4d37b4ea5f.pt,id11121
uttr-fda14c8e28f34fad8668e4969b448e3d.pt,id11160
uttr-db64004f184c42e4888a6723e412d12e.pt,id10637
uttr-158521edee3542e4ac5e2632001cb658.pt,id10247
uttr-e945d728f7bf4bbfb559f25d289d8aec.pt,id10227
uttr-ffa18a6a2183464197afdd41cb981026.pt,id10842
uttr-c208d530236f46eca268ff71ab008f8e.pt,id10243
uttr-f292123d144a4f39802959ff58c0e207.pt,id10617
uttr-c7067ecf17794658a524b2512e242b4c.pt,id10699
uttr-1a53ab36037b49f18cadce0e49dcb447.pt,id10188
uttr-816c150589a642ea8d8cfbcba1c85f0d.pt,id10722
uttr-ee7c71c9b26942ea8e3a90bbc434d6cd.pt,id10141
uttr-9f3353068b1243408f3f2a8f46c71707.pt,id10834
uttr-e2d68d84b76d469bafcf0a3b2ddf0bf0.pt,id10188
uttr-96c4dd7b190d4d60a809515561ab4136.pt,id10923
uttr-74cd2596c0aa4474956d78422e74d2c5.pt,id11047
uttr-d80c07fe665d42eea55c58be1463465d.pt,id10080
uttr-a83aa0bac1554f1bb973c2f91b481552.pt,id10738
uttr-7ed8c03d967542e99e9c0b2da6ec5b78.pt,id10914
uttr-5597686a9e164a61ba6dc2d71f4e5bc3.pt,id10948
uttr-bbeb9adf95e94e63bb65f04d678fdf1e.pt,id10931
uttr-2017813975274219af67d98b92ae010b.pt,id10617
uttr-16c01d8c44664257ae6d0448d4867909.pt,id10516
uttr-ce1380cd7af747f3a4310d9a812a38ac.pt,id10700
uttr-3c6bab2a95f84b63b09ea068d0feb74f.pt,id11160
uttr-1ae63ddf183d40d8815b0ba3bd3b6694.pt,id10207
uttr-1e19a2e7d7aa43ee83bc89abb30fb8b8.pt,id10513
uttr-dfc3da129b744fd0b5a9bf747a78e05d.pt,id10948
uttr-59c98a4197604eb981891d8f221ab4e8.pt,id11202
uttr-dd26ee91a35845f68fa10e7d7b3a3a67.pt,id10262
uttr-b634feccdd1448cc9b148b581425cd1c.pt,id11109
uttr-0cf940452af647cb874c2ef04b7c921a.pt,id10473
uttr-c189ee71175e4a31a96c4f67f903fe94.pt,id11221
uttr-df9a2072aadb473786a4cd5226b1c24c.pt,id10512
uttr-4495b888508544879635d55b31c4d678.pt,id11000
uttr-901c8ba010f64edf9ea78b52826aa5f1.pt,id10402
uttr-76d3cb9d723a47f8800616b005deb15f.pt,id10759
uttr-022b1eacf76243dfb3defe3f896f9d77.pt,id10753
uttr-b6eee73cacb14df99179aaa12841361e.pt,id10586
uttr-a20e69ac1c87474e85a8a4ceaf4bf063.pt,id10934
uttr-324484c66f464e58b91a52a93d1295db.pt,id10245
uttr-d2e3f99215f24eaca1c3a0d765e91714.pt,id10913
uttr-7b584da4e1d74de3bb1a65b2c4a3f93b.pt,id10583
uttr-7a040ea82de348fba1b97e200cc92b7a.pt,id10535
uttr-e9b98d7bdb2a488ead7e52c155c64540.pt,id10062
uttr-d1c0249e6de64b6994f9ead76ffe3751.pt,id10367
uttr-6620f0ed80cb49deb23455f4931cc950.pt,id11210
uttr-b803aa374a33430cb90b7b74c2a4d7a6.pt,id10644
uttr-1dce0594117b41598854a08ea574eaf7.pt,id10469
uttr-adf352177cd14183a999df66cbc9f934.pt,id10354
uttr-481025a3990242baadee6eb36e5deccc.pt,id11014
uttr-067ffcc63d9f4abda66f9fc91f8c3122.pt,id10535
uttr-787b186d47ce4a1abdaa4a798e41ea28.pt,id10438
uttr-b93c5197dbce42d08f4a5b04620ee8fb.pt,id10456
uttr-6b0cd115a3f54f2bab5016dabeece22e.pt,id11179
uttr-ce0b82ff82f346d28dcab51ade3b0c80.pt,id10708
uttr-6dd0b8dc6d044f8784129c30f2642fcd.pt,id10948
uttr-2681ddd6124d426e88d24613490e6f5f.pt,id10657
uttr-45ce4605fd644f59b9e093264d2fd452.pt,id11046
uttr-7e99bbf04cd14677a44cc6e6042a9927.pt,id10237
uttr-eb858a97f7f3428c9f33a8c79afe5598.pt,id10890
uttr-9225c644d1804be8abac3ca245980da8.pt,id10539
uttr-e222ff9b44c640c5bb25322bb3f1978a.pt,id10168
uttr-c9737d8f298d4df1b9a2b93bceaa35ea.pt,id10172
uttr-00459b41c3104645876d304373612ebb.pt,id10989
uttr-17ad095db3f64d3bb8849084d2b66e12.pt,id10203
uttr-ec5b81380f6c497ba9cc14bc31cf3f6f.pt,id10157
uttr-d193ca243ffb4846a573c3a3b986e9bc.pt,id10035
uttr-459fc937f3864c3bbd6eb4c3affee860.pt,id10494
uttr-f406a771526a4a5db08e747c16fd9962.pt,id11140
uttr-1b7836ae51e648de9693391056d26d24.pt,id10861
uttr-41428418ca3442c9b3867ccc4e1497fa.pt,id10059
uttr-36c79590dd154754b8ceda635f23859b.pt,id11024
uttr-873767b1871240b8adcf28a77af1565d.pt,id10059
uttr-4e9537c020e9412f87e99cb3f5fef497.pt,id10382
uttr-ed69cc6d66eb4eeaa66623bb6eef40a1.pt,id10996
uttr-5b80f18c95db4d3487bbab1f280105dd.pt,id10380
uttr-44cda204b1234d2384fc2fa5850001ac.pt,id10140
uttr-0ac2d064b0ec4c9bbc2fd4515cb799d6.pt,id10636
uttr-90ffce24dc8b49b0bb3e1cc84821d564.pt,id10491
uttr-a410339dfafe423fa9e24164ac781ff8.pt,id11002
uttr-e0db0f30c2144f96bf7da3b959913a0a.pt,id10359
uttr-2a39454d929c488dad047d18844c15c6.pt,id10111
uttr-0360621fd7dc4c5dba9b04af2a000823.pt,id10532
uttr-478dce16048f4e9881d1b2632d634db5.pt,id10257
uttr-53e401a78fb643ffb0b47c52e793fbc2.pt,id11121
uttr-8fcf180170894a2d9f15acd1b0d0ecbd.pt,id11219
uttr-56a13a9cc641496a9b866349ae16f976.pt,id10456
uttr-ae23d59f8c434a6c8d0013d5ba5a8a58.pt,id10928
uttr-ff96d83a60934ff38fca65e78671ab58.pt,id11103
uttr-dd5bcd917bb7463883b7cebcf660f1cb.pt,id10433
uttr-ebda0bb0848c4e389f80ee230e56a9c9.pt,id10494
uttr-edd3342e5a5e4f499ea7bc26bf72b284.pt,id10421
uttr-ae46a746c69547e4bc265b8a320536ec.pt,id10926
uttr-80d2851ec7a04f00b4abae2fd42bd72c.pt,id10950
uttr-6642dc0234ec421eb739df68a837f010.pt,id10586
uttr-66267aa24a66471784b93efef0aceb02.pt,id10697
uttr-c8c19e5efa9f42a09a8cc35329719a42.pt,id10777
uttr-6a6fdaa49bde42ca8d6850eeb475fd84.pt,id10930
uttr-9d86eff448e84e7296c4834eb652a870.pt,id10583
uttr-f1354521bb5441008183f7deb151a001.pt,id10408
uttr-a61225300de641278ebee29b939e73d5.pt,id11021
uttr-44fad460d53e4f789ccb498288e681aa.pt,id11154
uttr-28ccb81e93b84f37977ed5281332a4a9.pt,id10390
uttr-618144fd19be45af8078a519e868be5f.pt,id10979
uttr-a6faea048cf04d588de30b9698622d79.pt,id10676
uttr-b5590d0a60a84f19988191ed88685b4c.pt,id10125
uttr-c32e0d545ea448919609b85e3d09194d.pt,id10623
uttr-7276e2cf228642a084fb00f3fb86a1f2.pt,id11200
uttr-a98f4b0846da40968f06de350e85ffd1.pt,id10330
uttr-fe7df9600bf64a4aba96ec5d15c31b00.pt,id10452
uttr-52a9bb7113ee4f10a290fb29d0415110.pt,id10246
uttr-d01d53ae3e194710b185ee63645cefa9.pt,id10391
uttr-68f947055c5b4f0cbd266095b5609fd3.pt,id10865
uttr-3af1b77d658947b595d48fa5b4b3c303.pt,id11024
uttr-86ee7b1d2e65466f96a333a56fa2f8a8.pt,id10832
uttr-9609267580cb4640b89372c97e720746.pt,id10949
uttr-642dcdb510f24c9ea2fcea4b6e3fc24d.pt,id10358
uttr-8f373a07dd3849d68f70bd7d39be480d.pt,id10937
uttr-ef7016dd9b35491a900eba2fed6f6f5a.pt,id10172
uttr-5ef2beeff01a43a1af177ffe962c749e.pt,id11047
uttr-7c3fdf3e17a243c9a55aa9db2f9510f2.pt,id11032
uttr-e79fc15ae5534c089b0325759f0e6423.pt,id10479
uttr-5cabfd75e50d404ca0054965a0bf6cf7.pt,id10938
uttr-2e8e42ebbc464ce996c5e814f87f29a0.pt,id10580
uttr-4142ef70d20344adb843ff077aeb7e25.pt,id10873
uttr-0467c15ce99b4d2f834938a8c973da00.pt,id11154
uttr-76040d25f161483190bf4835126d6274.pt,id10564
uttr-256db300cf694694b2b43e4e99f8c0b6.pt,id11004
uttr-84db30dd177b4903abdb0f82e42e0b5b.pt,id10356
uttr-79c93d11b26f471d9edab29668efa014.pt,id10834
uttr-ff6affa0fdad4789a2750ea03d2edd54.pt,id11244
uttr-71223ca385584f739020bd12fa8cff18.pt,id11195
uttr-5348223bf6cc417faf6cff28c74980ce.pt,id11021
uttr-92ea2f8d46df46f29bfe9b41c317bbaf.pt,id10088
uttr-39c5d1225a80474891980f46f652a0d3.pt,id10847
uttr-f6c0f93d019f4ae4a7b2ac3c1fab006f.pt,id10618
uttr-2fccd0de9f9745a2a1dced2225d732d0.pt,id10358
uttr-77a86ee794044e5e88ec68db0cb43453.pt,id10359
uttr-3075b444b4dc44ea9f3e37effec421d9.pt,id10629
uttr-ea4a4f355ccb4c33a0d2f7ea49a7f41c.pt,id10373
uttr-6e94ecc0534245c9985bf32a283c456a.pt,id10155
uttr-890be420680f49cdbb138a60f3959322.pt,id10644
uttr-b9c1242b34d5413cb39e985ff88723d5.pt,id10037
uttr-b136e24845bf4f50a64e3144522aecd1.pt,id10188
uttr-a456e8cd19914647b884ea40f86d9705.pt,id10125
uttr-653463f9291446b1978af444a5dc8395.pt,id10331
uttr-2dad3efe28f34b6fa156997c65071798.pt,id10375
uttr-3a13d8814df24108b428c4e372582b8f.pt,id10617
uttr-7cce29714c7a478abe46bda6a0d18bb0.pt,id10481
uttr-bed8887196414fac9e6a4a183c99e394.pt,id10672
uttr-0360baef8b1140eba934913280c36db5.pt,id11173
uttr-eb6608fb280a4371b7c49e5dd13b88f9.pt,id10006
uttr-d6f44debdb634f55b3457ce691cf2041.pt,id10735
uttr-f3ae8a1462094cf1a5956a70ae4da81a.pt,id10926
uttr-c5ee1692ee8c4d2caf145f5d88319ccf.pt,id10169
uttr-02b8316c3aa04bca81cd81d05329949b.pt,id10584
uttr-e379798519854599ac6b5ac5b76f276f.pt,id11102
uttr-3057664e2f32418cad6cd8f3ed28b65a.pt,id10641
uttr-aefe089087d34f61a485ed20cfc33a3d.pt,id10064
uttr-8d50e97ba3a442ef844ec7617de4be1d.pt,id10516
uttr-4f7caa8da30d48de969492320653d033.pt,id10372
uttr-1a01c22cff53428a8325dab8e37957f2.pt,id10479
uttr-95828ff46f614680bc17680b549bd0ed.pt,id11075
uttr-fb5badf1cec248ddafbdf743d3f22336.pt,id10203
uttr-ddbaab8149fe4665a4543dee2c01e38c.pt,id10846
uttr-0e08d7dc6cdd401896675730147ad062.pt,id10242
uttr-d406151a67e74f30ae471231fbe63745.pt,id10358
uttr-8f9bccf5e78f4d48bbef93a2bed4883f.pt,id10785
uttr-164638d9682f4719988a7f61dac4846f.pt,id10667
uttr-c06f9d43167649b3a778c257d21a6b04.pt,id10850
uttr-34d1a8799a52460894e27f535dbb7378.pt,id11203
uttr-e468e4f2b1ea40bbb3a70fd195382709.pt,id10174
uttr-4ca3a67527274a7eb33791b2e2c7b58d.pt,id10503
uttr-4ec8a7165b724122a51a1e74b728f11d.pt,id10848
uttr-b72b79ec2c544c4a9ac337463629fd1f.pt,id10470
uttr-cc3b8002bb5a4e9a8d283ddd6e9e0d45.pt,id10090
uttr-8de0b7389d3b4ce5b22d1653ad0dc94f.pt,id10343
uttr-5a5db97e59cf40b49ee6751434516786.pt,id11111
uttr-da840356b7fa436c9425c8bb621031b9.pt,id10368
uttr-b5c2c5708d5c43d39750681b1712af27.pt,id11056
uttr-92e933a215b14e89b07bad73221e7c15.pt,id10710
uttr-1a6a4655da3a43269694f5a99af45dc6.pt,id10853
uttr-85f7b075281348739e1dcb9b853808f5.pt,id10953
uttr-e783b929b58f4c739eaddcab0444587b.pt,id10417
uttr-99737fdb80c14511b4f60de4896666b6.pt,id11007
uttr-32cf0b7368f1434388cde04cb963299d.pt,id11007
uttr-a4ea7e26b3634b15b711dec4d5e6c865.pt,id10776
uttr-ce2e4082b2234666b0fa0461a18022c9.pt,id10064
uttr-07aac3e594704564896447e976588389.pt,id11011
uttr-c532b00794ca4c9caef93e8df2b16936.pt,id10479
uttr-06a018c181ee44c196cc359b04f913ce.pt,id10682
uttr-4bc549598223496d97372ffdcb6f228b.pt,id10941
uttr-f8d92cb9d03c46eb81c3165eadf601a1.pt,id11004
uttr-3014b05a34e04f638f81a037bb3eadad.pt,id10170
uttr-a22391a70c5146b6af6da1e5b0a4b47a.pt,id10803
uttr-a03f3a70629b4289a6d95f9e9c8a9ad1.pt,id10059
uttr-6e59295582574e04ac64b2a7c79a5626.pt,id10735
uttr-06bf03b51d6f4ac1ba3246e26484f37f.pt,id11192
uttr-0cbab3daf80345fcaa5495c5cc329a49.pt,id10135
uttr-9dc8e9fd1899481da5fa731e0019cd26.pt,id11158
uttr-3e1907253ac548f497d5994fc53bed83.pt,id11211
uttr-1ddbe456538d49d8a778560234744a71.pt,id10705
uttr-58582e3abf534cfead8b67883821439f.pt,id11060
uttr-967b37cd13504021861750cbe146a17e.pt,id10850
uttr-e58658d8ee7e4f30ab05f62469c066f5.pt,id11210
uttr-99a1e3953a93437a8b78f1073d8527ba.pt,id10154
uttr-774d6f2ae6fe4175aad6aa8ed1df3f05.pt,id10995
uttr-1114c18b846c44cdb082993a82e7c11c.pt,id10148
uttr-bffd8a193cf044d0b3e8d451f8b57832.pt,id11179
uttr-0a25910e49b1415d9a9d1c65a20ae56d.pt,id10233
uttr-7529443f4b4c412781779afa05a6a2a8.pt,id10719
uttr-f487b06a34dd46c5a08a1c36d5be63e5.pt,id10082
uttr-cbddfb1f49e2456d9eefdc9afb247044.pt,id11068
uttr-4109e823328a4ac6a9290a4bd43f0429.pt,id10079
uttr-e80e8bd9b10a4611b06c1682d6b28426.pt,id10794
uttr-56156e164e034ae2a39ef73565f21a19.pt,id10603
uttr-07a624c22f734580992c02bcb0738fe2.pt,id10483
uttr-330cd2e091784df19e2cf28e601f0243.pt,id11034
uttr-16d012f0c0a14d93ba02211720d98739.pt,id10053
uttr-fdc173a8a2b5439993290a1c5a86d6f3.pt,id10576
uttr-8a80c5ae6f6b4a909b3626699e260dc0.pt,id10716
uttr-c03c2fd9bc5c4873a78b0b5a0401f8b3.pt,id10058
uttr-c802184ac4f94dc59cc3096cfaa94e7e.pt,id10224
uttr-634d7bae414b4ffbaf9c54f33816cf9b.pt,id10649
uttr-762bd111ddab48358403d4a4a2882ab0.pt,id11101
uttr-0176d95c72104d6cab977e699e78b420.pt,id10246
uttr-6593153f27224160b071b19d199a222f.pt,id10734
uttr-9ed26c7228784f06a76af2977c533091.pt,id10546
uttr-68bcac68daa74688bc19d34d6500066f.pt,id10451
uttr-9a5021231af04923bd57ce87c060891e.pt,id10630
uttr-cab377c84b2c41ec930cbb5a24590ce6.pt,id11202
uttr-18cdc99d9b284f178c87fcf76a676b61.pt,id10971
uttr-52f14f3ad2a64717b526ff06b1ebcc4d.pt,id10335
uttr-80e60edb312b48b5836a5d4104abeee6.pt,id10342
uttr-d2f135bfb1d443679ae05cd94cf9f25d.pt,id10036
uttr-38055ca34be34e8fbf4525c3200e12c2.pt,id10364
uttr-9c82aa82d40243cb89d1430eede1315b.pt,id10516
uttr-f24d12cc9c84459b9fc3271a79658693.pt,id10343
uttr-d6189a9da3e44f98aa755c6e31dbafcb.pt,id11023
uttr-d7414cb805a346fba6ec0ef4300ca373.pt,id10371
uttr-ed4688833b814c79953bdfea5d04da1c.pt,id10379
uttr-ed9671f13f1644febf7053f794c067dc.pt,id10465
uttr-fe17cc4cc7834c9a98603339b8eb2244.pt,id10686
uttr-733a127f31564c7981075bea0ae603ad.pt,id10901
uttr-a4c0dbc528554aac8191a440f38f617a.pt,id10902
uttr-fa9ef8c518e94c69b60d1c673f3871bb.pt,id10078
uttr-53c041cd34864fbbb106668a8b6b9fed.pt,id11141
uttr-75096982628741738712da3fb9b5ab25.pt,id10061
uttr-fa1b6f0e122644f0a439bab7e72a87e5.pt,id10662
uttr-b940685ebc844c5c9dee31f298d73d3f.pt,id10714
uttr-d72083f9e7c1421384b6f7ab2019322d.pt,id10820
uttr-132ffbe6ae7a418fb5a97b7f69c1952a.pt,id10963
uttr-2fdfddcc3e884907bf7b7e67aa727838.pt,id11208
uttr-45c4f63b24b8448b9021ccf7785dd254.pt,id10922
uttr-f1f71156bef7435ab7866347ad380653.pt,id10177
uttr-1931c3d210184c2eb8fe6971d0de55c4.pt,id10033
uttr-911d470e69eb489e879fdc247e28953c.pt,id10532
uttr-ce867285ed6547a98a2ce7ccbaef0d2d.pt,id10425
uttr-1505481b9b704c5799b5d5b22336fffa.pt,id10115
uttr-081e50f7ad2d405685adb7c381a50f6a.pt,id10243
uttr-2e7c65f66dca4d6bacd0489626fe5591.pt,id10147
uttr-2de7c2c7ac204ba4b35a582d478db506.pt,id10513
uttr-fab21aa40f2945e4a8ff2c66a2a80b73.pt,id11047
uttr-76234812d7664819bdae786121824747.pt,id11084
uttr-ee6ecdb8b4ae4fcabb086084a235f55b.pt,id10034
uttr-a9c17af1f7c34d05bac76aa73bca3c91.pt,id10330
uttr-ebdfc2406ca944169acd9599cffed29e.pt,id11190
uttr-0abddf8a3cda432b97eb3d24db5eb3e8.pt,id10007
uttr-efaa96de4d0d4f9d96a9436fc6a6fb0f.pt,id10758
uttr-9c0ad95dedab44bc85e911283c31ef3d.pt,id10893
uttr-2fe0fd9bbd5240e093165b6c6aad30aa.pt,id10440
uttr-8da6091c1e8f4b6dae89a6e3b29ba5b9.pt,id10247
uttr-5a135f9705544639807a2899bbcbbd3f.pt,id10193
uttr-6d9e6c6134754e0a8df4663ebee8c5d6.pt,id10893
uttr-138d234c571548f6b39daac11c462698.pt,id10392
uttr-23adfbdda6214842ac49af4e4f7f1aa2.pt,id10977
uttr-13ae1bafc7394c93a263b3dd43e6adf1.pt,id11211
uttr-6c78a2a9d8b7405e80c8c7dc5f69d675.pt,id10053
uttr-88ae1b5a48b84df5a00eb6fc8523f849.pt,id10902
uttr-67aefac261ec4b619a1260ba060c9c09.pt,id10335
uttr-287085d872564bb09c2e195db79fd6a7.pt,id10168
uttr-6a3215c26d9b466990c90737b8f97120.pt,id10719
uttr-66c34041a2294750ac1d72c71933ad2c.pt,id10481
uttr-8b2a542f38cd47318049530fb5aa2b95.pt,id10528
uttr-835445e5fc3e4b45a5e2c4ce0989cbc8.pt,id10957
uttr-884f7719f4fe427abddc6de9576c6504.pt,id10174
uttr-dd55970cb3a24a719a3ecf450a487ec2.pt,id10690
uttr-12dddd4961e04adc916c182a78509ca4.pt,id10688
uttr-068f2c0fc78a4ffd916c7bdb35b3fffd.pt,id10371
uttr-ea106965ce1843c38cb4272d82c4beba.pt,id10125
uttr-070a393464164fefadfbf009e150d334.pt,id10178
uttr-faabd62ac5e0499bb79f8f8f68ccc038.pt,id10643
uttr-71ec44f91c3c43d888121756a78463bc.pt,id11173
uttr-c3ed2f66462342348dc198b243003bc3.pt,id11024
uttr-f11d29a8a220467bb8f72ca433eae571.pt,id10123
uttr-c2b71c98d6cd40b4a4d89f6863d9cb2b.pt,id11023
uttr-6cd28cd15e5744dab1b1e55e6ebb8576.pt,id11087
uttr-84241c0104f74d678fc4fcf2b8386376.pt,id10178
uttr-750a0d5a7c29406590dc6c7e49fa18b3.pt,id10762
uttr-b8f007b984074f919b279d477bd32925.pt,id10603
uttr-89b4ff01f6db4c40890254acd27a0800.pt,id10995
uttr-a9729488085d422e8117afe978b3ef21.pt,id10243
uttr-6400d2f0082e4427b6f66293b0385c41.pt,id10553
uttr-d6595ace8e4d48c4bd733bd2866c285d.pt,id11216
uttr-bb1c2f4ee84e464688093af5d6945e17.pt,id10480
uttr-5238b694d8c3446088357d9902999407.pt,id10682
uttr-b8924aa7af024e7aa32c4dcb117e8efd.pt,id10914
uttr-fe88620251e94a1aa622aa53bd444c63.pt,id10224
uttr-6bf71eebc12f4935b6fcef066f051bf4.pt,id10108
uttr-bc34cc9c41504f8db2f121a3f60b56ab.pt,id11000
uttr-57d45c238afd4ea4bbfe11397b141e7c.pt,id11173
uttr-8f913c3afc084bb3b214b5e489ce4679.pt,id10073
uttr-21ad2c5f798143ec8279673534511b51.pt,id10367
uttr-5f5bc1c8986e4879b2cf4361154bb269.pt,id10503
uttr-8743957f0f7640dbbb337c52d13a33c1.pt,id10850
uttr-3b8e443e27ce40618c4a45b835fe3eca.pt,id10259
uttr-26abfcd765e24c808403467b9ccd16d8.pt,id10045
uttr-923d6fd9173341c7918f753a1dc745dd.pt,id11154
uttr-3a7100acb86c42d29dfeec68138fb5c8.pt,id11123
uttr-f08d95f8ef4040af8674ad1f7016224a.pt,id10494
uttr-4d665622f04e45c692475a5ef12c034f.pt,id10785
uttr-89ff796b19964499946e0d8daba678dd.pt,id10995
uttr-ee06bbf955fa42b7a69d604208e821b5.pt,id10734
uttr-43728d9a78a8447bb4f018e98739906f.pt,id10565
uttr-cc8eda9bf6fc47888fc2bc450a557d6e.pt,id10913
